,x,y,EC_0.10,EC_0.20,EC_0.30,EC_0.40,EC_0.50,EC_0.60,EC_0.70,EC_0.80,EC_0.90,EC_1.00,EC_1.10,EC_1.20,EC_1.30,EC_1.40,EC_1.50,EC_1.60,EC_1.70,EC_1.80,EC_1.90,EC_end,pos
292,553924.7027,5645456.755,18.22041957205334,30.47890512342217,49.09656829998513,69.04278460890274,87.49050618936596,103.17737717112323,115.71824919381852,125.17058237658259,131.79073825578845,135.9140225384242,137.88560546878688,138.02931244654093,136.6343312982329,133.95042945664412,130.18904344157042,125.53608161355973,120.14215678598002,114.14046484634976,107.6415282943921,100.7384363535822,74.21858825
293,553924.8628,5645456.526,19.769959288965065,32.050644847416024,50.72667406800516,70.74097257356689,89.24253636430885,104.94995908915953,117.46940719851192,126.85505958228293,133.36863429478282,137.347409181342,139.13991139859297,139.07302707882513,137.44264259188063,134.50173486631684,130.4699893562328,125.53104771165565,119.84401078611316,113.53977894515074,106.73077988571171,99.51006468196586,74.49800373
294,553924.9902,5645456.344,21.163628312630944,33.476428692137695,52.224639523915194,72.33430880536623,90.93039799046146,106.71178032904179,119.26785473407185,128.64584614302746,135.10141396252965,138.97558609560141,140.61963679854483,140.36814145319397,138.51453336407812,135.31806356583587,130.99961917481582,125.75126426879149,119.73544327031144,113.09228272586827,105.93618295489873,98.36234413307801,74.72016304
295,553925.105,5645456.182,21.83412401911954,34.34360307853809,53.42554078785908,73.91667984468093,92.8682069217244,108.93713887323236,121.69089697773795,131.171609460117,137.63852460089493,141.43956591961444,142.9348109732978,142.46271631840946,140.33308188137835,136.81289443574983,132.13355842553725,126.49143968399851,120.05553780839236,112.96597527525103,105.34469487200886,97.29224540853153,74.9187154
296,553925.2403,5645455.991,21.221514510444628,34.33966214968613,54.21484839638045,75.44753569978026,94.99597301742028,111.49114527099718,124.51075303794714,134.11810534328276,140.59534983374854,144.30678679878793,145.6317868251025,144.9297278113644,142.52023653796505,138.6846964549754,133.66244186043903,127.65467067843103,120.83456894556397,113.34529971508826,105.31239494790331,96.83864496223082,75.15278182
297,553925.3899,5645455.782,21.124261603777267,34.72766728138081,55.261947543245256,77.13125806383132,97.20278861973308,114.07892278362947,127.33955912271473,137.06103812379246,143.54614263826824,147.17579664648997,148.345941168579,147.423476681069,144.7468959640463,140.6003850778746,135.23524307070733,128.85989336456163,121.65887677436072,113.78263885913422,105.35544729666348,96.47362011286222,75.40980548
298,553925.5235,5645455.596,20.85632556269491,34.99324825420732,56.26514618035868,78.8554784467067,99.52044730821663,116.82789155176137,130.35759553556392,140.19901085320328,146.67425403615243,150.1907560544558,151.16544569579816,149.98508107816778,146.99066575886738,142.48417325218253,136.72446043668515,129.93694339696452,122.29981753307302,113.96407054127049,105.0640051163073,95.71308430688664,75.63881413
299,553925.6638,5645455.403,20.249897229139236,34.91309996216697,56.929906379533094,80.27239277258985,101.58646740890606,119.39309524490973,133.25999094495387,143.29009418486729,149.81778560698206,153.27085663675825,154.08211404914968,152.65245257015678,149.34310434710363,144.4665384028613,138.28937445864463,131.03824631069222,122.90475735675011,114.04882574472936,104.61248222262132,94.71140681534776,75.87742069
300,553925.8145,5645455.198,19.536684915468808,34.63788509966171,57.316918019240404,81.35637890146106,103.29947768028015,121.61266832575413,135.84460738078153,146.0948240704576,152.7130098050436,156.14608540922623,156.8362636212433,155.20586837388808,151.61760997256664,146.4039893216203,139.83908796661353,132.16400249191966,123.57572477343152,114.24664301360383,104.32253660937528,93.9081949764117,76.13185239
301,553925.939,5645455.03,18.832901990182222,34.131497153245014,57.17145222685098,81.64473753890086,104.01894333207359,122.71694398898538,137.26903989586322,147.7663270512949,154.55551207932928,158.08157388053272,158.79572320067976,157.1227171422154,153.44323274841668,148.0876144874069,141.3428624418899,133.45400362576754,124.62623054452374,115.03042759369369,104.81361210196089,94.09662241467086,76.34095583
302,553926.3042,5645454.542,18.406101598040582,33.39376893913738,56.09873647587855,80.3378596401669,102.63451993025778,121.40179563683759,136.1511883204237,146.93762287248083,154.08285801882988,158.00564441216972,159.14330868541742,157.91706692088798,154.69544380021676,149.80758703560147,143.52669325772862,136.09341479697906,127.70858435591002,118.54473111481825,108.74061658643504,98.42170488802036,76.95047616
303,553926.4634,5645454.332,17.710503773142424,32.88442278154824,55.80537941030188,80.2480934537936,102.70134925823348,121.5926443156678,136.42722809492676,147.2750177268974,154.45585103648202,158.38670321723743,159.51872495678418,158.26881817962135,155.01645948229103,150.0864332891144,143.75941501719785,136.27806670616783,127.83943566247336,118.62098042086231,108.75755015808535,98.38122770244617,77.21399967
