,x,y,EC_0.60,EC_1.00,EC_end
15043,107735.457,183334.176,45.9530642703349,51.92962796251175,56.3145614365709
15044,107735.327,183334.308,45.54051333305087,51.704887372719234,56.24559030999026
15045,107735.209,183334.422,45.21297896466771,51.459243534531204,56.03707619267037
15046,107735.093,183334.528,44.77523302541433,51.306913551828714,56.12708295747493
15047,107734.957,183334.647,44.40824534611204,51.375683555339315,56.590375465102966
15048,107734.796,183334.781,43.29902339215748,51.21907019305716,57.521231792401615
15049,107734.656,183334.892,43.23401520902792,51.506624047344324,58.01062003750999
15050,107734.455,183335.046,42.588440357339366,51.82256161202231,59.25512893871567
15051,107734.348,183335.126,41.88297657493684,51.532774130175376,59.3236122338268
15052,107734.186,183335.242,40.97949120650092,51.64649272429734,60.43580532252617
15053,107734.059,183335.332,39.94229690441418,51.27480583852711,60.726714344971626
15054,107733.928,183335.423,39.02974339302366,50.90626011868918,60.937315336808304
15055,107733.791,183335.517,38.43137996700549,50.73608820115353,61.226529543046
15056,107733.677,183335.593,38.175095517582676,50.7028961470846,61.434196740169014
15057,107733.524,183335.695,38.37673450741523,50.90643586859894,61.66404180076628
15058,107733.4,183335.777,38.78849537446383,51.22385563035539,61.913878101331434
15059,107733.266,183335.866,39.503543060794385,51.77705453458931,62.289895965181096
15060,107733.155,183335.94,40.17179804938154,52.17190152941894,62.429425630756974
15061,107733.028,183336.026,40.74264027024016,52.36754529159121,62.271998654947716
15062,107732.905,183336.109,41.34461648115189,52.42225978219179,61.80973448935483
15063,107732.786,183336.192,42.1484620359848,52.45864581730026,61.08901569077534
15064,107732.677,183336.268,43.005459500003724,52.38263086236603,60.08974672037727
15065,107732.552,183336.358,44.21198613126866,52.56281861627402,59.278083889661254
15066,107732.453,183336.43,45.4333603617028,52.79311944959902,58.611366091611146
15067,107732.356,183336.503,46.95702564235827,53.32946271347954,58.17235530782755
15068,107732.234,183336.598,48.16030487968738,53.86412874572622,58.13753880233495
15069,107732.114,183336.695,49.78908750269652,54.705271589604344,58.31632862061388
15070,107731.972,183336.817,50.885464238378994,55.38351681644015,58.614677230372806
15071,107730.974,183338.251,53.948208578158194,58.182111029966535,60.770799991960885
15072,107730.921,183338.384,54.96645742539121,59.077289992372386,61.40955909323556
15073,107730.858,183338.554,55.58830290362783,60.241076298140555,63.04999632230365
15074,107730.807,183338.699,56.407724802513485,58.42673896811327,58.74870775483959
15075,107730.75,183338.869,56.403575462970565,59.3908176505212,60.64307133600074
15076,107730.726,183338.947,56.38614830300659,59.717256848006365,61.36991484215433
15077,107730.717,183338.977,56.22439362502396,59.87893867658438,61.900563232792145
15078,107730.701,183339.034,56.195309280664986,59.581878364523625,61.419194468938045
15079,107730.69,183339.075,56.26358788079102,59.39024688466831,61.03686186082009
15080,107730.677,183339.125,56.17592159823591,59.602948093536085,61.6141416318893
15081,107730.663,183339.182,55.87162730827146,59.357296498324644,61.47113620501991
15082,107730.655,183339.221,55.33702978104258,59.137402945786135,61.53155809622083
15083,107730.648,183339.267,54.53174687671469,59.188932354927786,62.427327235231935
15084,107730.638,183339.323,53.46668184555253,58.65351262895565,62.44396392251337
15085,107730.627,183339.399,52.404250967616576,58.56283283884969,63.24748048483568
15086,107730.617,183339.477,51.62072466552623,58.11383734281572,63.13030696241686
15087,107730.604,183339.593,50.0986551772577,57.5594970881591,63.456448010719015
15088,107730.593,183339.773,48.46668331465038,56.775404894213764,63.423346050509956
15089,107730.593,183339.876,47.94283647669868,56.45120313776333,63.27770755899803
15090,107730.602,183340.023,47.31898635472766,55.426324414648654,61.85646692602999
15091,107730.621,183340.168,47.311323166021246,54.675480744526816,60.32322973836348
15092,107730.654,183340.322,47.61039316205052,54.58464743060119,59.83880376449819
15093,107730.69,183340.451,48.36432477808041,54.78061544284415,59.44186795176419
15094,107730.706,183340.499,48.49245215614414,54.924590011121154,59.49792421823816
15095,107730.717,183340.532,48.53727556307642,54.96473116061666,59.53326914698602
15096,107730.756,183340.634,48.939620882471715,55.71845435497398,60.8313816022856
15097,107730.814,183340.764,49.95292021920745,55.526456547459084,59.35204287099704
15098,107730.87,183340.875,50.135726846783456,55.54930797870144,59.26242116548801
15099,107730.926,183340.974,50.21871862362911,55.60311183933655,59.310000183582865
15100,107731.038,183341.148,50.524450140467756,55.83949461931549,59.43979600224892
15101,107731.091,183341.221,50.51013339850129,55.92815313076728,59.6102531628597
15102,107731.163,183341.312,50.422090658732195,55.865906341167474,59.55516813361131
15103,107731.24,183341.399,49.966370578038884,55.6488147586566,59.50449395330389
15104,107731.318,183341.478,49.58968277976963,55.36703516759517,59.28364618452732
15105,107731.397,183341.548,49.47487686227268,55.178150554134405,59.03054609528104
15106,107731.478,183341.612,49.46027407798565,55.1107091730454,58.901092957340246
15107,107731.542,183341.658,49.51880401090033,54.99546586020764,58.625377479744095
15108,107731.604,183341.698,49.467608595130606,54.80092944933365,58.303013686386166
15109,107731.698,183341.751,49.45589524535768,54.72496150991466,58.192072952065054
15110,107731.808,183341.805,49.56329828657963,54.62581095345687,57.92521396778348
15111,107731.853,183341.824,49.546100271441766,54.60028933035575,57.894489110703425
15112,107731.958,183341.862,49.833284109073745,54.71811817055412,57.824534433208534
15113,107732.097,183341.902,49.84835530549859,54.65379701015164,57.63163261990347
15114,107732.209,183341.923,49.879077503123,54.63422537473909,57.51104170957884
